Unnamed: 0,date_of_submission,multi_country,doc_number,region_of_disaster,total_count,total_funding_provided,currency,operational_strategy
39,2023-03-26,False,MDRKE056,Kenya,48270.0,449557.0,CHF,"[{'action': 'Shelter', 'executed_in': [{'country': 'Kenya', 'action_description': 'Provision of emergency shelter and essential household items to displaced families.', 'people_reached': {'total': 48270}, 'funding_used': 182517}], 'total_action_funding': 182517}, {'action': 'Livelihoods and Basic Needs', 'executed_in': [{'country': 'Kenya', 'action_description': 'Distribution of food rations to vulnerable families who lost their means of livelihood.', 'people_reached': {'total': 18055}, 'funding_used': 63002}], 'total_action_funding': 63002}, {'action': 'Health', 'executed_in': [{'country': 'Kenya', 'action_description': 'Provision of first aid, psychosocial support, health promotion, and distribution of mosquito nets.', 'people_reached': {'total': 18000}, 'funding_used': 53311}], 'total_action_funding': 53311}, {'action': 'WASH', 'executed_in': [{'country': 'Kenya', 'action_description': 'Distribution of water treatment chemicals, rehabilitation of water facilities, and hygiene promotion.', 'people_reached': {'total': 48270}, 'funding_used': 81709}], 'total_action_funding': 81709}, {'action': 'Protection, Gender and Inclusion', 'executed_in': [{'country': 'Kenya', 'action_description': 'Community sensitization on SGBV prevention and ensuring equitable delivery of services.', 'people_reached': {'total': 48270}, 'funding_used': 4447}], 'total_action_funding': 4447}, {'action': 'Community Engagement and Accountability', 'executed_in': [{'country': 'Kenya', 'action_description': 'Involving communities in all stages of the response and addressing their feedback.', 'people_reached': {'total': 15000}, 'funding_used': 4037}], 'total_action_funding': 4037}, {'action': 'National Society Strengthening', 'executed_in': [{'country': 'Kenya', 'action_description': 'Training volunteers and staff, ensuring proper response capabilities.', 'people_reached': {'total': 240}, 'funding_used': 34898}], 'total_action_funding': 34898}]"
40,31-08-2023,False,MDRKE057,"Kilifi, Kenya",1093.0,123686.0,CHF,"[{'action': 'Search and Rescue', 'executed_in': [{'country': 'Kenya', 'action_description': 'Intense effort from the team deployed were made to the search and rescue actions. The alive victims were evacuated to the health services for further support.', 'people_reached': {'total': 1093}, 'funding_used': 80922}], 'total_action_funding': 80922}, {'action': 'Health', 'executed_in': [{'country': 'Kenya', 'action_description': 'Emergency first aid, Psychological First Aid, and deployment of health kits. Regular MHPSS and communication to update the local communities.', 'people_reached': {'total': 1093}, 'funding_used': 80922}], 'total_action_funding': 80922}, {'action': 'Restoration of Family Links', 'executed_in': [{'country': 'Kenya', 'action_description': 'Restoration of family links to those who had been separated, hygiene promotion, water treatment, sanitation for displaced.', 'people_reached': {'total': 18}, 'funding_used': 0}], 'total_action_funding': 0}, {'action': 'Protection, Gender & Inclusion and CEA', 'executed_in': [{'country': 'Kenya', 'action_description': 'Cross-cutting in all sectors with particular attention towards displaced households.', 'people_reached': {'total': 3000}, 'funding_used': 0}], 'total_action_funding': 0}]"
41,25-08-2023,False,MDRKG017,"Issyk-Kul region, Kyrgyzstan",1061.0,99549.0,CHF,"[{'action': 'Shelter, Housing and Settlements', 'executed_in': [{'country': 'Kyrgyzstan', 'action_description': 'Support with follow-up cleaning activities from mudflow remains.', 'people_reached': {'total': 8000}, 'funding_used': 2574.03}], 'total_action_funding': 2574.03}, {'action': 'Multi-purpose Cash Grants', 'executed_in': [{'country': 'Kyrgyzstan', 'action_description': 'Provide multi-purpose cash grants to address shelter, food, and basic needs.', 'people_reached': {'total': 1061}, 'funding_used': 62351}], 'total_action_funding': 62351}, {'action': 'Health', 'executed_in': [{'country': 'Kyrgyzstan', 'action_description': 'Community-based health promotion, first aid awareness, and PFA activities.', 'people_reached': {'total': 344}, 'funding_used': 5432}], 'total_action_funding': 5432}, {'action': 'Water, Sanitation and Hygiene', 'executed_in': [{'country': 'Kyrgyzstan', 'action_description': 'Distribution of hygiene kits to the most affected families.', 'people_reached': {'total': 725}, 'funding_used': 2556}], 'total_action_funding': 2556}, {'action': 'Protection, Gender and Inclusion', 'executed_in': [{'country': 'Kyrgyzstan', 'action_description': 'PGI training sessions for staff and volunteers.', 'people_reached': {'total': 40}, 'funding_used': 0}], 'total_action_funding': 0}, {'action': 'Community Engagement and Accountability', 'executed_in': [{'country': 'Kyrgyzstan', 'action_description': 'Conduct community outreach, FGDs, and establish feedback mechanisms.', 'people_reached': {'total': 1061}, 'funding_used': 1065}], 'total_action_funding': 1065}]"
42,31-08-2023,False,MDRKG018,Kyrgyzstan,120987.0,188976.0,CHF,"[{'action': 'Health', 'executed_in': [{'country': 'Kyrgyzstan', 'action_description': 'Supported supplementary immunization campaigns, worked with parents of zero-dose children, conducted public education on vaccination.', 'people_reached': {'total': 120987}, 'funding_used': 112571}], 'total_action_funding': 112571}, {'action': 'Community Engagement And Accountability', 'executed_in': [{'country': 'Kyrgyzstan', 'action_description': 'Conducted risk communication work on measles and promoted vaccination through TV, radio, social media, and bloggers.', 'people_reached': {'total': 30371}, 'funding_used': 27158}], 'total_action_funding': 27158}, {'action': 'National Society Strengthening', 'executed_in': [{'country': 'Kyrgyzstan', 'action_description': 'Conducted lessons learned workshops and provided DREF tool training for RCSK and IFRC participants.', 'people_reached': {'total': 158}, 'funding_used': 49248}], 'total_action_funding': 49248}]"
43,11/Jun/2024,False,MDRKM010,Comoros,22.0,66310.0,CHF,"[{'action': 'Health', 'executed_in': [{'country': 'Comoros', 'action_description': 'Provide first aid, health services, evacuation, and psychological support in high-risk areas affected by post-election violence.', 'people_reached': {'total': 22}, 'funding_used': 41269}], 'total_action_funding': 41269}, {'action': 'Strengthen National Societies', 'executed_in': [{'country': 'Comoros', 'action_description': 'Deploy volunteers, provide training, and support local Red Crescent offices in high-risk areas.', 'people_reached': {'total': 75}, 'funding_used': 3322}], 'total_action_funding': 3322}, {'action': 'Ensure a strong IFRC', 'executed_in': [{'country': 'Comoros', 'action_description': 'Provide technical support, conduct coordination meetings, and organize lessons learned workshops.', 'people_reached': {'total': 75}, 'funding_used': 193}], 'total_action_funding': 193}]"
44,2023-02-21,False,MDRLB013,Lebanon,11890.0,366876.0,CHF,"[{'action': 'Livelihoods and Basic Needs', 'executed_in': [{'country': 'Lebanon', 'action_description': 'Distribute food parcels, bread, drinking water, and fuel vouchers to households affected by severe weather.', 'people_reached': {'total': 14265}, 'funding_used': 219644}], 'total_action_funding': 219644}, {'action': 'Healthcare', 'executed_in': [{'country': 'Lebanon', 'action_description': 'Cover hospital bills for Palestinian refugees and other vulnerable patients in target areas.', 'people_reached': {'total': 161}, 'funding_used': 46664}], 'total_action_funding': 46664}, {'action': 'National Society Strengthening', 'executed_in': [{'country': 'Lebanon', 'action_description': 'Strengthen the capacity of the Lebanese Red Cross through various support activities.', 'funding_used': 96630}], 'total_action_funding': 96630}]"
45,29-07-2023,False,MDRLB014,"Ain el-Helweh, Lebanon",80835.0,368582.0,CHF,"[{'action': 'Health', 'executed_in': [{'country': 'Lebanon', 'action_description': ""Support the urgent needs of PRCS-L's Al-Hamshari hospital in Saida, ensuring provision of medical supplies and coverage of patients’ medical bills."", 'people_reached': {'total': 1572, 'male': 890, 'female': 682}, 'funding_used': 265599}], 'total_action_funding': 265599}, {'action': 'Water, Sanitation And Hygiene', 'executed_in': [{'country': 'Lebanon', 'action_description': 'Provide hygiene kits, disinfection kits, and safe drinking water to displaced families in shelters.', 'people_reached': {'total': 870}, 'funding_used': 7845}], 'total_action_funding': 7845}, {'action': 'Secretariat Services', 'executed_in': [{'country': 'Lebanon', 'action_description': 'Support the operation with finance in emergency staff and conduct lessons learned workshops.', 'people_reached': {'total': 0}, 'funding_used': 11759}], 'total_action_funding': 11759}, {'action': 'National Society Strengthening', 'executed_in': [{'country': 'Lebanon', 'action_description': 'Strengthen the capacity of the National Society through various initiatives.', 'people_reached': {'total': 810}, 'funding_used': 83379}], 'total_action_funding': 83379}]"
46,2022-12-29,False,MDRLK016,Western,104.0,91140.0,CHF,"[{'action': 'Shelter, Housing and Settlements', 'executed_in': [{'country': 'Sri Lanka', 'action_description': 'Provide temporary shelter with adequate relief items and support permanent housing.', 'people_reached': {'total': 104}, 'funding_used': 18687}], 'total_action_funding': 18687}, {'action': 'Health', 'executed_in': [{'country': 'Sri Lanka', 'action_description': 'Provide medical services, clinical services, laboratory testing, and mental health support.', 'people_reached': {'total': 104}, 'funding_used': 25146}], 'total_action_funding': 25146}, {'action': 'Water, Sanitation and Hygiene', 'executed_in': [{'country': 'Sri Lanka', 'action_description': 'Distribute sanitary napkins, hygiene kits, and conduct hygiene promotion sessions.', 'people_reached': {'total': 104}, 'funding_used': 11619}], 'total_action_funding': 11619}, {'action': 'Protection, Gender and Inclusion', 'executed_in': [{'country': 'Sri Lanka', 'action_description': 'Promote inclusion, address protection needs, and support unaccompanied children.', 'people_reached': {'total': 104}, 'funding_used': 4053}], 'total_action_funding': 4053}, {'action': 'Multi-purpose Cash', 'executed_in': [{'country': 'Sri Lanka', 'action_description': 'Provide cash and voucher assistance to meet immediate needs of migrants.', 'people_reached': {'total': 97}, 'funding_used': 2080}], 'total_action_funding': 2080}, {'action': 'National Society Strengthening', 'executed_in': [{'country': 'Sri Lanka', 'action_description': 'Conduct assessments and lessons-learned workshops to improve response strategies.', 'funding_used': 14858}], 'total_action_funding': 14858}, {'action': 'Secretariat Services', 'executed_in': [{'country': 'Sri Lanka', 'action_description': 'Deploy procurement surge personnel and conduct monitoring visits.', 'funding_used': 14697}], 'total_action_funding': 14697}]"
47,31-10-2023,False,MDRLK017,Sri Lanka,362085.0,348470.0,CHF,"[{'action': 'Health', 'executed_in': [{'country': 'Sri Lanka', 'action_description': 'Minimize dengue cases through prevention and response activities in eight districts.', 'people_reached': {'total': 357085}, 'funding_used': 79275}], 'total_action_funding': 79275}, {'action': 'Water, Sanitation and Hygiene', 'executed_in': [{'country': 'Sri Lanka', 'action_description': 'Clean-up campaigns and awareness programs to reduce dengue breeding sites and ensure access to safe drinking water.', 'people_reached': {'total': 50000}, 'funding_used': 122190}], 'total_action_funding': 122190}, {'action': 'Multipurpose Cash', 'executed_in': [{'country': 'Sri Lanka', 'action_description': 'Provide cash assistance to flood-affected households to meet their essential needs.', 'people_reached': {'total': 3745}, 'funding_used': 52795}], 'total_action_funding': 52795}, {'action': 'Shelter and Household Items', 'executed_in': [{'country': 'Sri Lanka', 'action_description': 'Provide household items to flood-affected families to support their recovery.', 'people_reached': {'total': 500}, 'funding_used': 3736}], 'total_action_funding': 3736}, {'action': 'Education', 'executed_in': [{'country': 'Sri Lanka', 'action_description': 'Distribute school packs to children affected by floods to facilitate their return to school.', 'people_reached': {'total': 750}, 'funding_used': 18515}], 'total_action_funding': 18515}, {'action': 'Community Engagement and Accountability', 'executed_in': [{'country': 'Sri Lanka', 'action_description': 'Ensure transparency and accountability in the selection and assistance process through community engagement.', 'people_reached': {'total': 357085}, 'funding_used': 3441}], 'total_action_funding': 3441}, {'action': 'Protection, Gender and Inclusion', 'executed_in': [{'country': 'Sri Lanka', 'action_description': 'Incorporate PGI concerns into all activities to ensure equal opportunities and protection for all.', 'people_reached': {'total': 357085}, 'funding_used': 0}], 'total_action_funding': 0}, {'action': 'National Society Strengthening', 'executed_in': [{'country': 'Sri Lanka', 'action_description': 'Conduct lessons-learned workshops and ensure volunteer insurance and monitoring visits.', 'people_reached': {'total': 600}, 'funding_used': 58950}], 'total_action_funding': 58950}]"
48,30-01-2024,True,MDRLY004,Libyan-Tunisian border,3000.0,357308.0,CHF,"[{'action': 'Health', 'executed_in': [{'country': 'Libya', 'action_description': 'Provision of first aid services and medical aid to migrants at the border.', 'people_reached': {'total': 1200}, 'funding_used': 87147}], 'total_action_funding': 87147}, {'action': 'Water, Sanitation And Hygiene', 'executed_in': [{'country': 'Libya', 'action_description': 'Distribution of hygiene kits and cleaning kits, rehabilitation of WASH facilities.', 'people_reached': {'total': 0}, 'funding_used': 0}], 'total_action_funding': 0}, {'action': 'Migration And Displacement', 'executed_in': [{'country': 'Libya', 'action_description': 'Facilitation of communication for migrants to contact their families and embassies.', 'people_reached': {'total': 0}, 'funding_used': 0}], 'total_action_funding': 0}]"
49,2023-07-31,False,MDRMG020,Madagascar,3500.0,257091.0,CHF,"[{'action': 'Multi-purpose Cash', 'executed_in': [{'country': 'Madagascar', 'action_description': 'Distribution of multipurpose cash to 700 families, complemented with specific items difficult to find locally.', 'people_reached': {'total': 3500}, 'funding_used': 33015}], 'total_action_funding': 33015}, {'action': 'Water, Sanitation And Hygiene', 'executed_in': [{'country': 'Madagascar', 'action_description': 'Distribution of WASH kits to 700 households in Manakara district.', 'people_reached': {'total': 3500}, 'funding_used': 14271}], 'total_action_funding': 14271}, {'action': 'Secretariat Services', 'executed_in': [{'country': 'Madagascar', 'action_description': 'Deployment of surge profiles including Operations Manager, IM, and Shelter Cluster Coordinator.', 'people_reached': {'total': 4}, 'funding_used': 47925}], 'total_action_funding': 47925}, {'action': 'Protection, Gender And Inclusion', 'executed_in': [{'country': 'Madagascar', 'action_description': 'Distribution of dignity kits and training on PSEA for staff and volunteers.', 'people_reached': {'total': 3500}, 'funding_used': 26732}], 'total_action_funding': 26732}, {'action': 'National Society Strengthening', 'executed_in': [{'country': 'Madagascar', 'action_description': 'Insurance and provision of PPE and visibility items for volunteers.', 'people_reached': {'total': 500}, 'funding_used': 33335}], 'total_action_funding': 33335}, {'action': 'Community Engagement And Accountability', 'executed_in': [{'country': 'Madagascar', 'action_description': 'Ensuring community feedback is acted on and holding consultation meetings with community representatives.', 'people_reached': {'total': 3500}, 'funding_used': 4793}], 'total_action_funding': 4793}, {'action': 'Shelter Housing And Settlements', 'executed_in': [{'country': 'Madagascar', 'action_description': 'Distribution of shelter kits to 700 households in Manakara.', 'people_reached': {'total': 3500}, 'funding_used': 94892}], 'total_action_funding': 94892}, {'action': 'Health', 'executed_in': [{'country': 'Madagascar', 'action_description': 'Distribution of mosquito nets and deployment of trained volunteers.', 'people_reached': {'total': 3500}, 'funding_used': 2130}], 'total_action_funding': 2130}]"
50,22/May/2024,False,MDRMG021,Madagascar,9000.0,144361.0,CHF,"[{'action': 'Health', 'executed_in': [{'country': 'Madagascar', 'action_description': 'Mobilization and training of staff and volunteers for psychosocial first aid, PGI, PSEA activities.', 'people_reached': {'total': 129}, 'funding_used': 37477}], 'total_action_funding': 37477}, {'action': 'Protection, Gender and Inclusion', 'executed_in': [{'country': 'Madagascar', 'action_description': 'Preposition and distribution of emergency first aid kits in hotspots zones.', 'people_reached': {'total': 5275}, 'funding_used': 17550}], 'total_action_funding': 17550}, {'action': 'Community Engagement and Accountability', 'executed_in': [{'country': 'Madagascar', 'action_description': 'Mobilization of staff and volunteers for RC Movement role, mission, mandate and principles.', 'people_reached': {'total': 5275}, 'funding_used': 11669}], 'total_action_funding': 11669}, {'action': 'Secretariat Services', 'executed_in': [{'country': 'Madagascar', 'action_description': 'Coordination with local, and national level government institution as well as other partners.', 'people_reached': {'total': 2}, 'funding_used': -733}], 'total_action_funding': -733}, {'action': 'National Society Strengthening', 'executed_in': [{'country': 'Madagascar', 'action_description': 'Preparing for future elections by equipping the eight branches.', 'people_reached': {'total': 200}, 'funding_used': 8730}], 'total_action_funding': 8730}]"
51,30-09-2024,False,MDRMH003,Marshall Islands,19532.0,50024.0,CHF,"[{'action': 'Livelihoods And Basic Needs', 'executed_in': [{'country': 'Marshall Islands', 'action_description': 'Provided essential food aid and non-food items to affected households.', 'people_reached': {'total': 225}, 'funding_used': 1203}], 'total_action_funding': 1203}, {'action': 'Water, Sanitation And Hygiene', 'executed_in': [{'country': 'Marshall Islands', 'action_description': 'Distributed clean water and jerry cans to ensure safe drinking water.', 'people_reached': {'total': 465}, 'funding_used': 3425}], 'total_action_funding': 3425}, {'action': 'National Society Strengthening', 'executed_in': [{'country': 'Marshall Islands', 'action_description': 'Conducted comprehensive assessments and insured volunteers for the operation.', 'people_reached': {'total': 9}, 'funding_used': 45395}], 'total_action_funding': 45395}]"
52,2023-09-14,False,MDRMN017,Mongolia,11660.0,570650.0,CHF,"[{'action': 'Livelihoods and Basic Needs', 'executed_in': [{'country': 'Mongolia', 'action_description': 'Distribution of MPCA and Cash Grant Certificates to 3,000 households via bank transfer.', 'people_reached': {'total': 12064, 'male': 5897, 'female': 6167}, 'funding_used': 345664}], 'total_action_funding': 345664}, {'action': 'Health', 'executed_in': [{'country': 'Mongolia', 'action_description': 'Provided direct psychosocial support and MHPSS through phone consultations.', 'people_reached': {'total': 583, 'male': 218, 'female': 365}, 'funding_used': 1727}], 'total_action_funding': 1727}, {'action': 'National Society Strengthening', 'executed_in': [{'country': 'Mongolia', 'action_description': 'Conducted lessons-learned workshops and IFRC-DREF training.', 'people_reached': {'total': 98}, 'funding_used': 47735}], 'total_action_funding': 47735}, {'action': 'Risk Reduction, Climate Adaptation and Recovery', 'executed_in': [{'country': 'Mongolia', 'action_description': 'Incorporated climate-smart agriculture messages on cash grant certificates.', 'people_reached': {'total': 12064}, 'funding_used': 17213}], 'total_action_funding': 17213}]"
53,30-09-2023,False,MDRMN018,"Eastern Mongolia, including Dornod, Sukhbaatar, Khentii provinces, and certain provinces in the Gobi areas",3845.0,337609.0,CHF,"[{'action': 'Shelter, Housing and Settlements', 'executed_in': [{'country': 'Mongolia', 'action_description': 'Procured and distributed gers to households whose gers were fully destroyed in the disaster.', 'people_reached': {'total': 347}, 'funding_used': 164238}], 'total_action_funding': 164238}, {'action': 'Multi Purpose Cash', 'executed_in': [{'country': 'Mongolia', 'action_description': 'Allocated multi-purpose cash assistance to address immediate living needs of affected households.', 'people_reached': {'total': 3440, 'male': 1631, 'female': 1809}, 'funding_used': 124544}], 'total_action_funding': 124544}, {'action': 'Health', 'executed_in': [{'country': 'Mongolia', 'action_description': 'Provided psychosocial support and trained volunteers in Psychological First Aid (PFA).', 'people_reached': {'total': 552}, 'funding_used': 1826}], 'total_action_funding': 1826}, {'action': 'Protection, Gender and Inclusion', 'executed_in': [{'country': 'Mongolia', 'action_description': 'Conducted child safeguarding risk analysis and integrated PGI issues into the response.', 'people_reached': {'total': 3440}}]}, {'action': 'Risk Reduction, Climate Adaptation and Recovery', 'executed_in': [{'country': 'Mongolia', 'action_description': 'Organized a lessons learnt workshop to improve future responses.', 'people_reached': {'total': 25}, 'funding_used': 4564}], 'total_action_funding': 4564}, {'action': 'Community Engagement And Accountability', 'executed_in': [{'country': 'Mongolia', 'action_description': 'Maintained communication with the target community via a dedicated hotline and feedback mechanisms.', 'people_reached': {'total': 3845}, 'funding_used': 4869}], 'total_action_funding': 4869}, {'action': 'National Society Strengthening', 'executed_in': [{'country': 'Mongolia', 'action_description': 'Provided training and incentives to volunteers engaged in the operation.', 'people_reached': {'total': 210}, 'funding_used': 32243}], 'total_action_funding': 32243}]"
54,30-09-2023,False,MDRMN019,"Ulaanbaatar, Mongolia",11033.0,66945.0,CHF,"[{'action': 'Shelter Housing And Settlements', 'executed_in': [{'country': 'Mongolia', 'action_description': 'Evacuation, provision of immediate needs, psychosocial support, and shelter management.', 'people_reached': {'total': 2288}, 'funding_used': 29072}], 'total_action_funding': 29072}, {'action': 'Water, Sanitation And Hygiene', 'executed_in': [{'country': 'Mongolia', 'action_description': 'Assessment, hygiene promotion, disinfection actions, and distribution of hygiene items.', 'people_reached': {'total': 313034}, 'funding_used': 5181}], 'total_action_funding': 5181}, {'action': 'Protection, Gender And Inclusion', 'executed_in': [{'country': 'Mongolia', 'action_description': 'Child safeguarding risk analysis and ensuring inclusive and PGI-integrated approach.', 'people_reached': {'total': 1788}, 'funding_used': 0}], 'total_action_funding': 0}, {'action': 'Community Engagement And Accountability', 'executed_in': [{'country': 'Mongolia', 'action_description': 'Hotline activation, feedback desks, and media campaign on flood prevention.', 'people_reached': {'total': 173}, 'funding_used': 1151}], 'total_action_funding': 1151}, {'action': 'National Society Strengthening', 'executed_in': [{'country': 'Mongolia', 'action_description': 'Mobilizing volunteers, providing incentives, and conducting Lessons Learnt Workshop.', 'people_reached': {'total': 544}, 'funding_used': 28346}], 'total_action_funding': 28346}]"
55,2022-12-25,False,MDRMY009,Malaysia,12707.0,500000.0,CHF,"[{'action': 'Health Services', 'executed_in': [{'country': 'Malaysia', 'action_description': 'MRCS conducted mobile health clinics, health screenings, referrals, and triage for COVID-19 status, reaching 2,160 people.', 'people_reached': {'total': 12707}, 'funding_used': 12114}], 'total_action_funding': 12114}, {'action': 'Multi-Purpose Cash Assistance (MPCA)', 'executed_in': [{'country': 'Malaysia', 'action_description': 'Cash assistance was transferred to 2,809 households, comprising 12,707 individuals, using bank transfers and cash in envelopes.', 'people_reached': {'total': 12707}, 'funding_used': 326633}], 'total_action_funding': 326633}, {'action': 'Water, Sanitation and Hygiene (WASH)', 'executed_in': [{'country': 'Malaysia', 'action_description': 'MRCS distributed 82,916 liters of clean water, hygiene kits to 2,800 households, and conducted hygiene promotion sessions.', 'people_reached': {'total': 12707}, 'funding_used': 80924}], 'total_action_funding': 80924}]"
56,2023-02-16,False,MDRNA013,"Ohangwena, Oshana",2190.0,84026.0,CHF,"[{'action': 'Shelter, Housing and Settlements', 'executed_in': [{'country': 'Namibia', 'action_description': 'Distribution of blankets, mosquito repellent and tarpaulins for households in camps.', 'people_reached': {'total': 561}, 'funding_used': 15373}], 'total_action_funding': 15373}, {'action': 'Water, Sanitation and Hygiene', 'executed_in': [{'country': 'Namibia', 'action_description': 'Distribution of hygiene kits, hygiene awareness sessions, and provision of water purification tablets.', 'people_reached': {'total': 561}, 'funding_used': 38187}], 'total_action_funding': 38187}, {'action': 'Health', 'executed_in': [{'country': 'Namibia', 'action_description': 'Health promotion and awareness sessions in camps.', 'people_reached': {'total': 561}, 'funding_used': 1133}], 'total_action_funding': 1133}, {'action': 'Protection, Gender and Inclusion', 'executed_in': [{'country': 'Namibia', 'action_description': 'GBV awareness sessions and safeguarding training for volunteers.', 'people_reached': {'total': 561}, 'funding_used': 567}], 'total_action_funding': 567}, {'action': 'Community Engagement and Accountability', 'executed_in': [{'country': 'Namibia', 'action_description': 'Training and deployment of volunteers for community engagement and feedback collection.', 'people_reached': {'total': 561}, 'funding_used': 4167}], 'total_action_funding': 4167}, {'action': 'National Society Strengthening', 'executed_in': [{'country': 'Namibia', 'action_description': 'Capacity building for branches and volunteers.', 'people_reached': {'total': 561}, 'funding_used': 21542}], 'total_action_funding': 21542}, {'action': 'Secretariat Services', 'executed_in': [{'country': 'Namibia', 'action_description': 'Monitoring visits and support by IFRC delegation.', 'people_reached': {'total': 2}, 'funding_used': 3056}], 'total_action_funding': 3056}]"
57,2023-11-17,False,MDRNG036,Nigeria,2000000.0,115340.0,CHF,"[{'action': 'Health', 'executed_in': [{'country': 'Nigeria', 'action_description': 'Provide first aid and psychosocial support to individuals affected by election-related violence.', 'people_reached': {'total': 5172}, 'funding_used': 15316}], 'total_action_funding': 15316}, {'action': 'Risk Reduction, Climate Adaptation And Recovery', 'executed_in': [{'country': 'Nigeria', 'action_description': 'Improve coordination with external partners, establish standard operating procedures, and ensure readiness for possible scenarios.', 'people_reached': {'total': 5172}, 'funding_used': 27135}], 'total_action_funding': 27135}, {'action': 'National Society Strengthening', 'executed_in': [{'country': 'Nigeria', 'action_description': 'Enhance the capacity of NRCS volunteers through training and provision of necessary resources.', 'people_reached': {'total': 327}, 'funding_used': 20}], 'total_action_funding': 20}]"
58,2023-06-13,False,MDRNP014,Nepal,707488.0,187496.0,CHF,"[{'action': 'Health', 'executed_in': [{'country': 'Nepal', 'action_description': 'Conduct health promotion activities, distribute LLINs, organize blood donation campaigns, and provide clinical management training.', 'people_reached': {'total': 352790}, 'funding_used': 119222}], 'total_action_funding': 119222}, {'action': 'Water, Sanitation And Hygiene', 'executed_in': [{'country': 'Nepal', 'action_description': ""Conduct sanitation campaigns, support government 'Search and Destroy' initiatives, and distribute sanitation kits."", 'people_reached': {'total': 707488}, 'funding_used': 32102}], 'total_action_funding': 32102}, {'action': 'Multi Purpose Cash', 'executed_in': [{'country': 'Nepal', 'action_description': 'Provide unconditional cash support to severely affected patients and their families based on socio-economic vulnerability criteria.', 'people_reached': {'total': 33}, 'funding_used': 5553}], 'total_action_funding': 5553}, {'action': 'Protection, Gender And Inclusion', 'executed_in': [{'country': 'Nepal', 'action_description': 'Prioritize households with specific vulnerabilities and conduct child safeguarding risk analysis.', 'people_reached': {'total': 330}, 'funding_used': 0}], 'total_action_funding': 0}, {'action': 'Community Engagement And Accountability', 'executed_in': [{'country': 'Nepal', 'action_description': 'Aired dengue awareness jingles, established help desks, and distributed IEC materials.', 'people_reached': {'total': 707488}, 'funding_used': 17839}], 'total_action_funding': 17839}]"
59,12-10-3,False,MDRNP015,"Sudurpashchim, Nepal",11765.0,172176.0,CHF,"[{'action': 'Shelter, Housing and Settlements', 'executed_in': [{'country': 'Nepal', 'action_description': 'Supported 1,500 families with emergency shelter items, dignity kits, and hygiene kits.', 'people_reached': {'total': 11765}, 'funding_used': 131231}], 'total_action_funding': 131231}, {'action': 'Multi-Purpose Cash Assistance', 'executed_in': [{'country': 'Nepal', 'action_description': 'Supported 600 vulnerable families with multi-purpose cash grants.', 'people_reached': {'total': 640}, 'funding_used': None}], 'total_action_funding': None}, {'action': 'Transitional Shelter Support', 'executed_in': [{'country': 'Nepal', 'action_description': 'Supported 249 vulnerable families with transitional shelter assistance.', 'people_reached': {'total': 1468}, 'funding_used': None}], 'total_action_funding': None}, {'action': 'Mental Health and Psychosocial Support (MHPSS)', 'executed_in': [{'country': 'Nepal', 'action_description': 'Supported MHPSS and referral services.', 'people_reached': {'total': None}, 'funding_used': None}], 'total_action_funding': None}, {'action': 'Water, Sanitation and Hygiene Promotion (WASH)', 'executed_in': [{'country': 'Nepal', 'action_description': 'Supported 249 households with toilets, handwashing stations, and water storage tanks.', 'people_reached': {'total': 3300, 'male': 1617, 'female': 1683}, 'funding_used': 951}], 'total_action_funding': 951}, {'action': 'Protection, Gender and Inclusion (PGI)', 'executed_in': [{'country': 'Nepal', 'action_description': 'Reached 729 individuals with violence prevention awareness sessions and distributed 1,268 dignity kits.', 'people_reached': {'total': 729}, 'funding_used': 5705}], 'total_action_funding': 5705}]"
60,05-11-2023,False,MDRPA018,Panama,13741.0,172535.0,CHF,"[{'action': 'Health', 'executed_in': [{'country': 'Panama', 'action_description': 'Providing pre-hospital care and Mental Health and Psychosocial Support Services (MHPSS) to people affected by the demonstrations.', 'people_reached': {'total': 1317}, 'funding_used': 54741}], 'total_action_funding': 54741}, {'action': 'Protection, Gender And Inclusion (PGI)', 'executed_in': [{'country': 'Panama', 'action_description': 'Distributed differentiated hygiene kits for women and provided Restoring Family Links (RFL) services.', 'people_reached': {'total': 1554}, 'funding_used': 48777}], 'total_action_funding': 48777}, {'action': 'Migration', 'executed_in': [{'country': 'Panama', 'action_description': 'Distributed snack kits and provided first aid, pre-hospital care, and Mental Health and Psychosocial Support (MHPSS) services to stranded migrants.', 'people_reached': {'total': 2350}, 'funding_used': 8520}], 'total_action_funding': 8520}, {'action': 'Community Engagement And Accountability (CEA)', 'executed_in': [{'country': 'Panama', 'action_description': 'Conducted perception surveys, created awareness campaigns, and disseminated key messages on self-care and protection.', 'people_reached': {'total': 13741}, 'funding_used': 6923}], 'total_action_funding': 6923}, {'action': 'Secretariat Services', 'executed_in': [{'country': 'Panama', 'action_description': 'Mobilized a rapid response person as security coordinator and conducted virtual follow-up.', 'funding_used': 23430}], 'total_action_funding': 23430}, {'action': 'National Society Strengthening', 'executed_in': [{'country': 'Panama', 'action_description': 'Improved visibility of personnel and vehicles, insured volunteers, and conducted orientation and training workshops.', 'people_reached': {'total': 371}, 'funding_used': 30145}], 'total_action_funding': 30145}]"
